Banyak akun kloning seolah pendukung #agussilvy mulai menyerang paslon #aniessandi dengan opini dan argumen pmbenaran..jangan terkecoh;;;0
#agussilvy bicara apa kasihan yaa...lap itu air matanya wkwkwkwk;;;0
Kalau aku sih gak nunggu hasil akhir QC tp lagi nunggu motif cuitan pak @SBYudhoyono kayak apa.. pasca #AgusSilvy Nyungsep..;;;0
Kasian oh kasian dengan peluru milyar untuk tiap RW #agussilvy tidak mempan menangin pilkada #QuickCount #PilkadaSerentak;;;0
Maaf ya pendukung #AgusSilvy..hayo dukung #AniesSandi diputaran  @ronavioleta @NetizenTofa;;;0
aneh deh lebay masa ini di sangkut pautkan sama kandidat Calgub, anda lebay seperti yg anda dukung #agussilvy;;;0
Kepada Allah SWT kami ucapkan rasa syukur dan kepada pak @SBYudhoyono @presidenSBY #AHY kami sampaikan terimakasih. Makna % suara anda.;;;0
Terima Kasih teruntuk pendukung #AHY #SYLVI kalianlah pembeda kali ini;;;0
Trima Kasih atas KeIstiqomahan Relawan #AHY @AgusYudhoyono lah yg tlh mengantarkan #AniesSandiDKI #JakartaGubernurBaru dg cukup signifikan;;;0
Mengenang pidato kekalahan #ahy;;;0
dammnn,!! politik cantik #SBY ngorbanin #AHY;;;0
Batal nyoblos, baru tau ternyata ga ada no. di kertas suara. #AHY #kangen #mosing	;;;0
sudah boleh Ngakak? survey mu jauh panggang dari api ! #Ahy;;;0
aku juga kemarin #AHY april suaraku utk paslon  #DKI;;;0
Karna yang belebihan itu tidak baik ya bah #AHY;;;0
om AA kemana ? lepas #AHY kalah kok dia tutup mulut tidak koar mau bongkar SBY;;;0
kalau pencatutan nama #ahy dan mpo #silvi melanggar hukum ga ya.. wkwkwkwkkwkk;;;0
ya pastilah #FPI kan ga suka ama Ahok jd pas #AHY udah kalah otomatis dukungannya lari ke mas #Anisa AniesSandi;;;0
dia lah Banteng.. dia lah Garuda!! ksatria seperti bpk @prabowo gentle spt #AHY @AgusYudhoyono ..jadi cinta sama #HajiDjarot;;;0
Gara e-KTP dikorupsi, fotoku yg semula mirip #AHY, pelan tapi pasti skrang malah mirip - Stickmoticons”;;;0
Double LOL. @aniesbaswedan nuduh @AgusYudhoyono miskin ide, sekarang dia copy #AHY. @SBYudhoyono http://m.republika.co.id;;;0
Kemana nih Antasari. .. #ahy kalah di #pilgubdki melempem dia... bener-bener akting yang https://www.instagram.com/p/BRXaBMtBUeb/;;;0
Ingat! Tidak bisa modal OMONGAN saja. Tapi kerja nyata! #agusharimurtiyudhoyono #AHYâ€¦ https://www.instagram.com/p/BROjggBpYa/;;;0
#ahy, pakdhe karwo, Pilgub Jatim, Pak Dhe Karwo Isyaratkan Agus Tidak Akan Maju di Pilgub Jatim;;;0
